"group","d1","d2","c"
"A",3.45792771861378,-4.59693776929862,3.84048788544402
"A",5.18218010922994,10.8558829895575,5.86434125602996
"A",7.00774246506266,2.18900959183783,4.7836117907711
"A",5.72533169477334,5.65164515473094,5.33425195725755
"A",5.66040933208554,9.53600975373144,4.33766473032177
"A",4.90748442730241,15.2076449112049,4.63628613847697
"A",5.23970932988189,-0.711856404353844,5.1023682491431
"A",5.47116859090845,7.20759269326853,6.53347814951788
"A",4.60541533244548,6.40672332064684,3.41070608702375
"A",7.9763954305959,10.2441969190022,4.65311636285517
"A",5.38947837862406,6.21412894678708,4.22039072756497
"A",5.14922643550402,17.755945388589,5.63997881800464
"A",5.05228234173422,0.0489332241546139,5.18709852797147
"A",5.33353318097347,10.8911199511192,4.11882028188134
"A",6.99903348720668,-25.4731061090927,6.36563540995017
"A",3.81933050746923,-2.11509150653476,5.65697954893837
"A",5.7511616779233,3.49180915653531,6.95238526264491
"A",4.54079964716474,-1.30997348276262,3.68170532739654
"A",6.1713992943491,17.2969781172236,4.9473964383242
"A",4.94492804014274,6.57355929439769,5.5295183966468
"A",5.20653272235283,4.79358444507155,4.83818631926517
"A",6.17983078356629,5.39190421287376,5.01352454359295
"A",5.81758404540161,27.6672877693385,5.01208626653747
"A",5.81450569316882,-1.36955453627075,4.96857199898222
"A",2.80468864784217,15.0880780869216,6.00019765211031
"A",4.52799138996857,-18.4139753202483,6.58059210935927
"A",4.61492418862581,-9.85098749810723,3.98507196612138
"A",6.90331134396592,20.7728635862163,6.25551803239554
"A",3.9630787282207,-3.1817793129962,4.72519127641335
"A",5.34929241503558,16.8837152914508,4.34352704876617
"A",2.9606320189822,10.1857310085954,7.59008594217673
"A",4.06767860336041,5.76430222600902,4.08741738833944
"A",4.53870450803509,-4.95876810559859,5.31764425054048
"A",4.30720595724642,-3.50884680214972,5.7141318937869
"A",5.59429254218457,6.51014827282689,7.24686623200146
"A",6.29860221091834,7.36734767329009,5.16905560543769
"A",4.05792245083123,2.13308876778605,5.4704011670219
"A",7.03701082189047,17.3813112838228,4.33803420994761
"A",4.21538871140531,-0.583445139544883,6.86027404985479
"A",4.54456235996417,14.2100907933997,5.16255288728992
"A",4.71426290260592,4.64801645710742,3.88807741965506
"A",5.03451120266278,19.2003850298166,4.76655936984803
"A",3.21688082015969,-8.13228912654506,6.09366220742511
"A",5.21743955424657,-2.43119281352374,3.71541382054669
"A",4.30190059927821,-16.6011787833418,4.33672489590207
"A",3.50875718733792,14.1235561851241,4.6977368355907
"A",4.35304015914383,-7.44719592775764,5.69037561806816
"A",6.0275911549054,5.75061317591534,3.57081107979825
"A",5.86850923087728,-7.99576537749107,6.11221537773254
"A",6.58080875000903,7.91844787706522,6.03345548186309
"A",3.87631254618598,-13.0499349241322,4.63270929630932
"A",3.81443025739271,13.4093679281926,5.67565440274794
"A",6.87063635802907,8.51350164552011,4.51829551033535
"A",4.8290703412108,15.7907233881985,5.7000891243841
"A",4.39148827321757,-3.07823727782973,5.61998787146917
"A",6.04917600598492,-7.0862655278159,5.82388738238381
"A",5.96154707624202,19.1041854533812,4.74061883371836
"A",3.99263738926366,-7.5552872665873,6.32071225688941
"A",5.25632459815947,-11.9195356527281,4.51481558876371
"A",3.63135995162561,9.41449588359141,5.17768056243749
"A",5.49662361115929,2.9909551612099,5.16182286368312
"A",4.87321907378177,5.54094625384706,6.31759917330854
"A",4.27320780400132,-4.29517819158811,4.08519786944481
"A",7.05890933446331,19.1017920907803,5.38546025748572
"A",3.94993222145603,7.78522592215917,3.3699935622468
"A",6.03616150665706,-21.2151049988799,4.95775323632023
"A",5.56471036442391,-5.42217389831267,3.84951264689658
"A",3.97818058224505,-14.5019468675161,4.41460229433533
"A",4.68136775432035,-21.373668835963,7.10385353601236
"A",5.17622699608957,1.84141618625054,5.58571375034941
"A",4.57733549553662,1.51459760344249,6.04348597698498
"A",4.62045396666777,11.2124559481481,4.24948899541174
"A",5.29934450004563,-4.50561705505667,3.62703250131563
"A",5.66893300434777,-0.930058142079878,5.69764374716416
"A",3.39685204749559,-2.59171533584393,5.56823866040946
"A",5.87230682654005,14.6724762445226,4.29104172652031
"A",3.45319879864796,18.1775842269829,3.04889725164873
"A",5.42072901120654,15.5427763323479,3.71512450100255
"A",5.45759854221464,8.46343531343423,5.52251038727918
"A",4.57311769112512,0.164738938794879,7.06957466722289
"A",6.48580779381405,4.8584781824066,5.26998098567076
"A",5.76081195263691,30.6378055319355,6.11396228871492
"A",2.86801631227669,-1.46008176919227,6.12091378912759
"A",5.8230357653868,12.0473594811268,5.61108684554132
"A",5.73494106093342,8.88936193442972,6.54101713824224
"A",4.28618328311462,-8.73402014490334,6.25769509927108
"A",4.02547561260447,21.916787124023,4.62492369222617
"A",4.12866265189987,8.99211094989966,3.79483377625805
"A",6.4383746521944,3.6511322981623,5.9925471488594
"A",3.8116445215092,11.0958087947101,4.58667743755602
"A",5.55586624853976,6.70281565922855,5.44355446680527
"A",3.99303164441827,-0.703005410588861,3.96502663579495
"A",5.10757732582928,14.8017281905303,3.59814591793351
"A",6.08252559583176,0.154021067641373,4.4133204108575
"A",5.03435883401688,-4.7656535147157,5.21832868751194
"A",3.61764472831386,22.7390684184348,7.22502666744882
"A",4.36341533657601,-14.1255841676132,5.0733842441526
"A",5.37059391898004,12.9113666329798,3.86001011750472
"A",4.21568256671331,-9.36810302302727,2.44589231199661
"A",7.27982813208954,10.2547674072158,5.31487973913768
"B",5.3606150133314,-10.8107646199552,3.84048788544402
"B",5.5661226187452,27.4421644304801,5.86434125602996
"B",5.86213401462847,17.1065717847807,4.7836117907711
"B",6.81435433061674,18.7036393682134,5.33425195725755
"B",7.13388040605138,0.358451803044762,4.33766473032177
"B",4.3974932183171,1.02460065012343,4.63628613847697
"B",6.48798895434247,10.3918978898187,5.1023682491431
"B",8.15615254547374,20.7358690557157,6.53347814951788
"B",5.04021351214792,8.94913315839527,3.41070608702375
"B",5.92778905273739,13.7074048377595,4.65311636285517
"B",7.10593530771042,12.7537454358532,4.22039072756497
"B",7.58661404868445,10.5911376724147,5.63997881800464
"B",5.89139424429032,7.39640944146383,5.18709852797147
"B",7.95865011866036,-14.2229496135034,4.11882028188134
"B",5.34499620815449,15.205595566869,6.36563540995017
"B",6.19104787328835,-22.2965129645293,5.65697954893837
"B",5.70109556180778,28.8012250048747,6.95238526264491
"B",7.72607375169894,0.800491714153728,3.68170532739654
"B",5.41805751061324,-15.189461826099,4.9473964383242
"B",5.81718172557509,11.5691261491677,5.5295183966468
"B",5.02917258397614,17.0791457316887,4.83818631926517
"B",6.19006510028569,28.782517363105,5.01352454359295
"B",5.3758858881378,11.2563064595538,5.01208626653747
"B",6.40629415116752,15.3047679756118,4.96857199898222
"B",7.02905556385043,1.51688220598374,6.00019765211031
"B",5.43686517446754,-9.91213765696227,6.58059210935927
"B",7.56969034561184,-7.04773900431687,3.98507196612138
"B",5.85880632714878,-0.161482654791717,6.25551803239554
"B",7.39964206274451,-3.13092020635758,4.72519127641335
"B",7.65682725105331,13.4249739930049,4.34352704876617
"B",5.41965774222216,8.07477676603866,7.59008594217673
"B",6.3425389422792,9.81489795063641,4.08741738833944
"B",7.03888461698294,-6.89407825807773,5.31764425054048
"B",5.30786305725131,11.52745222936,5.7141318937869
"B",5.35936794293296,10.776008550973,7.24686623200146
"B",6.56555928565122,-2.30855025249235,5.16905560543769
"B",5.5382735339705,8.7299495200813,5.4704011670219
"B",8.68795465126748,-3.66195319861711,4.33803420994761
"B",6.69490905338691,5.22471331341834,6.86027404985479
"B",5.60329541484054,2.12594651765396,5.16255288728992
"B",7.20339691836786,-1.28259599068246,3.88807741965506
"B",6.51273428954489,24.7033401578291,4.76655936984803
"B",7.07841057765023,4.04879492020031,6.09366220742511
"B",5.8659183860198,18.7033333330409,3.71541382054669
"B",5.76596102191091,5.50310958065184,4.33672489590207
"B",5.7893607660664,-10.8780541485172,4.6977368355907
"B",6.49793935512974,28.4042854317263,5.69037561806816
"B",7.18415217940964,5.81436862170445,3.57081107979825
"B",5.39342155671337,-4.81794637143346,6.11221537773254
"B",5.47043150334129,-6.32137755510155,6.03345548186309
"B",7.79390027275549,-7.18303250493157,4.63270929630932
"B",6.20956664159273,18.4941922862051,5.67565440274794
"B",4.76641016870223,0.732381536953466,4.51829551033535
"B",6.94614660732871,11.9605000965391,5.7000891243841
"B",4.4975202057357,-5.25517131745441,5.61998787146917
"B",6.98406119965543,-3.3903650195808,5.82388738238381
"B",7.63054080282112,-3.07444453874187,4.74061883371836
"B",6.38998127086861,15.0979184514367,6.32071225688941
"B",5.91621027942216,14.8860543071791,4.51481558876371
"B",5.45005580078112,1.7922967479534,5.17768056243749
"B",4.83957873243026,6.90294121130314,5.16182286368312
"B",6.27525711446008,-6.16519275559499,6.31759917330854
"B",5.64938390049981,25.7038244639834,4.08519786944481
"B",6.41821787967445,2.4851682574853,5.38546025748572
"B",5.91377893224106,6.59850432901583,3.3699935622468
"B",5.82783656984633,4.72111431224933,4.95775323632023
"B",7.43389792419256,-5.69200802984486,3.84951264689658
"B",3.3611672777858,9.06304836635338,4.41460229433533
"B",5.89801190153989,9.50712615830236,7.10385353601236
"B",3.49386944341339,5.02547464473809,5.58571375034941
"B",7.7018123298042,15.8383662803979,6.04348597698498
"B",6.63854420871528,3.97172644083426,4.24948899541174
"B",5.13134863590626,-0.0864565528937025,3.62703250131563
"B",4.69069184862411,1.9956666949658,5.69764374716416
"B",6.01247901413146,15.9360516017618,5.56823866040946
"B",6.36481001880137,16.332640724366,4.29104172652031
"B",5.94940223157059,6.90261551325043,3.04889725164873
"B",6.1391400066443,0.737471322549988,3.71512450100255
"B",6.15749450069562,-3.32361577117137,5.52251038727918
"B",5.57894981736344,22.2068478227701,7.06957466722289
"B",5.08569614481026,9.16600327970545,5.26998098567076
"B",5.39488814874156,8.93196728673959,6.11396228871492
"B",7.08333707975049,11.2551188175808,6.12091378912759
"B",6.30241481960519,-11.7687265597167,5.61108684554132
"B",5.9063088911991,-4.45342639857026,6.54101713824224
"B",4.89438237908802,11.24925881654,6.25769509927108
"B",6.35951074065109,15.5540738373173,4.62492369222617
"B",5.86155986213436,6.79290915372662,3.79483377625805
"B",7.72162492871369,-15.071364443726,5.9925471488594
"B",7.81507901488729,8.76892653650487,4.58667743755602
"B",5.92198924178534,-4.70168646523999,5.44355446680527
"B",6.23257580174973,5.08141054800703,3.96502663579495
"B",5.15787441093951,15.222043682719,3.59814591793351
"B",5.07548189757514,4.09882827649024,4.4133204108575
"B",5.5774493689817,8.88157629604999,5.21832868751194
"B",7.2599635597691,17.2353605515318,7.22502666744882
"B",5.80312075009012,0.370362584901038,5.0733842441526
"B",7.15153261776677,2.67820083145134,3.86001011750472
"B",8.12303925668063,4.42935309832437,2.44589231199661
"B",4.15734359171419,6.07586743953196,5.31487973913768
"C",7.98730080850263,8.74909846609982,3.84048788544402
"C",7.13301677042831,4.96399967421017,5.86434125602996
"C",7.07256429811791,-1.87124619728144,4.7836117907711
"C",5.90655524818395,27.6390660807424,5.33425195725755
"C",5.20355096360185,-20.3063552547953,4.33766473032177
"C",6.39457751063124,-3.6838443949262,4.63628613847697
"C",6.716642413538,9.54672063544378,5.1023682491431
"C",5.71520163476991,9.83663262987893,6.53347814951788
"C",7.44961826992737,18.5721866486582,3.41070608702375
"C",8.12365889716624,4.24988288230875,4.65311636285517
"C",7.09498613511968,16.5958612695899,4.22039072756497
"C",8.11115883658285,2.82528584964174,5.63997881800464
"C",7.20910704061276,21.3452056318148,5.18709852797147
"C",6.46686575530501,26.0277576090962,4.11882028188134
"C",5.60483529011088,-5.90443815953327,6.36563540995017
"C",6.95981531434895,-0.418951909979339,5.65697954893837
"C",5.67031577103103,5.90054817402279,6.95238526264491
"C",8.14415273948057,-2.66291508356369,3.68170532739654
"C",7.80118697294771,1.81139028132416,4.9473964383242
"C",7.81658672226,13.5158088452942,5.5295183966468
"C",7.3576437486845,10.9734772269494,4.83818631926517
"C",6.15464521930445,29.8928548771358,5.01352454359295
"C",7.36331871821336,8.71996355966525,5.01208626653747
"C",4.67895389268873,-4.69777453172865,4.96857199898222
"C",6.94194763682971,19.7964603160124,6.00019765211031
"C",7.57677986275177,11.8865544281248,6.58059210935927
"C",6.15314485146485,24.983042439411,3.98507196612138
"C",6.32060254026387,4.44156088917935,6.25551803239554
"C",6.31320597383119,2.65772438338375,4.72519127641335
"C",7.54882414472263,-19.055452013058,4.34352704876617
"C",6.60860693597043,15.5536044547563,7.59008594217673
"C",6.32403897351995,12.2706065846436,4.08741738833944
"C",6.97601809502882,1.64208413553333,5.31764425054048
"C",6.44242041226433,15.3057677124166,5.7141318937869
"C",6.50582326314573,-1.94983214903572,7.24686623200146
"C",6.44250263440178,17.902475450256,5.16905560543769
"C",7.69762698724897,22.8321898835611,5.4704011670219
"C",7.70271663368487,-3.97153634664288,4.33803420994761
"C",6.89701446056648,-7.72106210990927,6.86027404985479
"C",6.32380333510587,4.0207170928338,5.16255288728992
"C",5.75167589140159,20.1810998001618,3.88807741965506
"C",8.36984660307351,22.6139496703334,4.76655936984803
"C",5.72779901160372,1.59483959832001,6.09366220742511
"C",7.01110793994364,-0.520797306979512,3.71541382054669
"C",9.08458730603039,-10.1024136162901,4.33672489590207
"C",6.21948282257608,5.37668146653166,4.6977368355907
"C",7.920915388249,-9.16453514745903,5.69037561806816
"C",6.23208612833661,6.36815793426019,3.57081107979825
"C",6.33729465636435,16.3144079996888,6.11221537773254
"C",9.64117145630828,15.8722732084489,6.03345548186309
"C",6.22068035922995,3.34124056568233,4.63270929630932
"C",7.01859131897421,5.59603935947967,5.67565440274794
"C",7.65092611117441,1.83636805758003,4.51829551033535
"C",7.3852812296005,10.4296254573908,5.7000891243841
"C",7.93709755108682,14.1953895181122,5.61998787146917
"C",5.46226548946553,20.0055399897291,5.82388738238381
"C",7.21549654192869,12.8720233584406,4.74061883371836
"C",6.18977061332539,11.6137795948614,6.32071225688941
"C",6.40194323401178,28.7524263929091,4.51481558876371
"C",8.60104512464976,16.4098601686523,5.17768056243749
"C",5.98339742507069,-4.59305100322169,5.16182286368312
"C",6.37881129048692,3.22837704177059,6.31759917330854
"C",6.4756694385631,1.02067978872905,4.08519786944481
"C",6.92101790298831,6.81354635581954,5.38546025748572
"C",7.17189606997157,23.6610321051724,3.3699935622468
"C",6.9070215220002,-2.44889231785016,4.95775323632023
"C",7.43704158435372,16.3624675224291,3.84951264689658
"C",6.0902093563573,10.5774153832353,4.41460229433533
"C",8.7476807306876,5.8134972306085,7.10385353601236
"C",8.10810447759379,-7.85472641319059,5.58571375034941
"C",6.97668307407082,-3.92724400840134,6.04348597698498
"C",6.15059062749214,3.66595133733971,4.24948899541174
"C",7.28748927486526,3.57596849746821,3.62703250131563
"C",8.06611163254541,1.83739638661795,5.69764374716416
"C",5.5837519941729,2.89858762445404,5.56823866040946
"C",8.62483475698525,0.607263164667192,4.29104172652031
"C",7.16811968880006,17.9126785619024,3.04889725164873
"C",6.27703252008551,3.03862789662094,3.71512450100255
"C",6.90356302589435,5.39721206788098,5.52251038727918
"C",6.18575226048323,5.74880691869692,7.06957466722289
"C",5.81858980320307,-7.13283523504524,5.26998098567076
"C",7.25367185021752,0.0336958620022632,6.11396228871492
"C",7.53954216064353,0.836141067952345,6.12091378912759
"C",6.07238628352948,6.24010130192397,5.61108684554132
"C",7.36625760647916,18.5081676739462,6.54101713824224
"C",6.00422120748105,-18.0179983900444,6.25769509927108
"C",7.98524602564012,10.9494344774024,4.62492369222617
"C",6.17984969218859,6.2516299384925,3.79483377625805
"C",6.5283596988643,-1.04451448438413,5.9925471488594
"C",7.53380552824152,3.71256108973765,4.58667743755602
"C",8.20487800431904,-3.7538054037951,5.44355446680527
"C",6.70627184242839,-9.10347025866332,3.96502663579495
"C",6.30817888507202,-5.87716447717515,3.59814591793351
"C",7.25339931511417,5.61402308621989,4.4133204108575
"C",7.87583191178154,30.084591949756,5.21832868751194
"C",7.44655733055871,17.6080289358016,7.22502666744882
"C",8.6227769121348,17.0776913518859,5.0733842441526
"C",8.01811857654944,-2.79167811365289,3.86001011750472
"C",7.3379819813378,4.35578571941219,2.44589231199661
"C",7.07156658811179,13.2186623572852,5.31487973913768
